ticker,industry,Rank_in_Industry,Score_industry,Score_global,ROA,DE,BV,PB,EPS,Market_Cap
HLB,Bia và đồ uống,1,1.0,0.567587161336719,0.156281334,0.577326103,547000000000.0,1.977494779,43629.60692,1081500000000.0
CFV,Bia và đồ uống,2,0.3660058544646618,0.2629183631871229,0.193482646,0.307504295,186000000000.0,0.997228045,5809.331241,178112000000.0
SMB,Bia và đồ uống,3,0.34475231619195895,0.2527048777668386,0.171675285,0.734742715,599000000000.0,1.937037692,5980.732519,1178942596000.0
VCF,Bia và đồ uống,4,0.3047831087609954,0.2334974915839565,0.179401027,0.313363939,1890000000000.0,4.096125183,16796.53287,8133215310000.0
SAB,Bia và đồ uống,5,0.255361505249464,0.20974771305600187,0.134415467,0.368387235,24400000000000.0,2.569103765,3504.526193,60280431484000.0
TAN,Bia và đồ uống,6,0.24125889519500304,0.20297063903044127,0.171361618,0.33824158,22030243775.0,3.200974702,3130.741917,71002360000.0
HAT,Bia và đồ uống,7,0.23759413406499122,0.20120952123960856,0.087101353,1.794218704,77085041441.0,1.336951996,6007.356705,103059000000.0
IFS,Bia và đồ uống,8,0.22071994816241233,0.1931005537122341,0.117130541,0.210681377,1220000000000.0,1.486369858,1984.433065,1812532467200.0
BSH,Bia và đồ uống,9,0.20919559912126434,0.18756247485685565,0.103634624,0.288139475,307000000000.0,0.984755061,2277.449875,302400000000.0
QHW,Bia và đồ uống,10,0.20760165935160702,0.18679649978064372,0.120730049,0.119382598,272000000000.0,1.012939005,4602.880809,276000000000.0
SKV,Bia và đồ uống,11,0.2054789380746094,0.18577641632273834,0.075832478,1.173951537,379000000000.0,1.616051844,2713.510173,611800000000.0
WSB,Bia và đồ uống,12,0.1970404700634882,0.18172127176773425,0.089371242,0.202775,768000000000.0,1.089634694,5692.159715,812000000000.0
SKH,Bia và đồ uống,13,0.1894177603371976,0.1780581436027396,0.068746163,1.004304853,408000000000.0,1.070219339,3489.062394,437034654000.0
BSQ,Bia và đồ uống,14,0.181780848217413,0.17438819041232934,0.075158039,0.590242167,837000000000.0,1.150623661,2222.896182,963000000000.0
NAF,Bia và đồ uống,15,0.17649646186027443,0.17184875428074162,0.057360456,1.059870739,985000000000.0,2.338568117,1902.249667,2352449976300.0
BSL,Bia và đồ uống,16,0.16716747640265958,0.16736566747727183,0.062932492,0.26197788,508000000000.0,0.973959554,896.9710725,441000000000.0
BHK,Bia và đồ uống,17,0.1668774250911845,0.16722628198753012,0.045231623,1.028892665,49999784273.0,0.79720344,1151.150424,39860000000.0
SB1,Bia và đồ uống,18,0.15550692332576968,0.16176213514702317,0.055364525,0.479733802,135000000000.0,0.483964891,1049.525524,65100000000.0
BHN,Bia và đồ uống,19,0.15425991791022658,0.16116288096791917,0.053881972,0.3784042,5270000000000.0,1.417284799,1687.402992,7463960000000.001
SKN,Bia và đồ uống,20,0.15260494980650366,0.16036757844550953,0.0529128,0.252066312,56435837951.0,0.708769489,747.7786218,40000000000.0
BSD,Bia và đồ uống,21,0.13561572318760226,0.15220332757360097,0.037912956,0.851929187,68371083297.0,1.009198577,1600.159341,69000000000.0
BSP,Bia và đồ uống,22,0.12681948196577508,0.14797625345917817,0.019884778,0.735076995,191000000000.0,0.699986444,527.3921267,133750000000.0
THB,Bia và đồ uống,23,0.12466980619105568,0.14694321689360856,0.013612431,0.897361828,148000000000.0,0.712207193,333.6317003,105106044000.0
BBM,Bia và đồ uống,24,0.12466342854739605,0.14694015208765968,0.019050176,0.384488657,24286120073.0,0.807045339,320.2701995,19600000000.0
BHP,Bia và đồ uống,25,0.11664294317243601,0.14308587100797848,0.008776807,0.270225198,154000000000.0,0.415918302,187.6321693,64255030000.0
SBL,Bia và đồ uống,26,0.10957812157402186,0.1396908385448433,0.007523246,0.397855912,184000000000.0,0.424281123,161.1117891,78078000000.0
BHG,Bia và đồ uống,27,0.10863786376901222,0.13923899333866843,0.005894518,0.639193761,95232720429.0,1.032125015,102.9767035,98292073000.0
HKT,Bia và đồ uống,28,0.10591558804548834,0.13793079123813087,0.002838802,0.270035922,70883185394.0,0.856857473,41.65601548,60736787100.0
CTP,Bia và đồ uống,29,0.10586798978438866,0.13790791767517233,0.002642689,0.046055718,149000000000.0,0.545862831,33.93064814,82279945600.0
PCF,Bia và đồ uống,30,0.10576895677539697,0.13786032690790875,0.002474159,0.15127996,21283508820.0,0.817534371,20.20833833,17100000000.0
BQB,Bia và đồ uống,31,0.10518004933598528,0.1375773247334401,0.000466483,0.602416054,26776849387.0,0.888080582,3.450979655,24360000000.0
BTB,Bia và đồ uống,32,0.10518004933598528,0.1375773247334401,0.000183175,0.443876347,114000000000.0,0.329639927,3.931456701,36917884800.0
HBH,Bia và đồ uống,33,0.10518004933598528,0.1375773247334401,0.000532727,0.732698278,170000000000.0,0.470943711,9.800055625,83200000000.0
HNR,Bia và đồ uống,34,0.07589070880410632,0.12350219763442427,-0.022769986,0.066255172,347000000000.0,0.6909099,-421.6807265,240000000000.0
VDL,Bia và đồ uống,35,0.0673800888273027,0.11941238012096558,-0.052678971,0.061231046,171000000000.0,0.771648485,-652.0339872,131914350000.0
SBB,Bia và đồ uống,36,0.0243604590370861,0.0987390994647875,-0.14557599,0.858880783,1130000000000.0,1.273996414,-3504.749875,1435402390400.0
CPA,Bia và đồ uống,37,0.008880563837868624,0.09130016473796136,-0.160843054,1.530837039,40868189201.0,3.931427723,-704.085027,165395930000.0
FGL,Bia và đồ uống,38,0.0,0.0870325690031623,-0.176815441,4.327858219,21734626556.0,4.591697941,-1395.109993,99798840000.0
DKC,Bán lẻ,1,1.0,0.472471155961924,0.101492537,0.316441632,30927375264.0,0.007399723,1805.594705,228854000.0
CPH,Bán lẻ,2,0.36395466564068063,0.24756935243013856,0.048871358,2.795512841,58136192414.0,0.022705305,2450.86158,1320000000.0
AST,Bán lẻ,3,0.3467308044273568,0.2414790987305975,0.237177448,0.380043296,618000000000.0,5.436684399,4497.307498,3361500000000.0
SAS,Bán lẻ,4,0.3236613815636457,0.23332188960066622,0.177905108,0.445315157,1640000000000.0,2.540084659,3158.329074,4378186968000.0
SVT,Bán lẻ,5,0.19056542162775345,0.18625995892472136,0.116541143,0.005555154,235000000000.0,0.80170837,1593.291533,190420758000.0
DGW,Bán lẻ,6,0.17289546964903293,0.18001197021439264,0.052774466,1.821822001,3010000000000.0,3.211054229,2026.689715,9671691385300.0
MWG,Bán lẻ,7,0.17063818554126362,0.17921380813459006,0.053001223,1.504759109,28121600000000.0,4.572935358,2540.182051,128598152987500.0
BTT,Bán lẻ,8,0.1688311519830473,0.1785748519402259,0.092921137,0.297693559,390000000000.0,1.259573096,3479.907512,490725000000.0
FRT,Bán lẻ,9,0.13511441298606602,0.16665281588399136,0.025795821,6.468840442,2120000000000.0,11.64902305,2398.175875,24693758825000.0
PSD,Bán lẻ,10,0.1269525354829773,0.16376682510394866,0.029590612,3.842619296,576000000000.0,1.421099831,1593.187062,829246304000.0
COM,Bán lẻ,11,0.12030163331714928,0.16141510611254237,0.055441451,0.116239171,434000000000.0,0.975437787,1903.327531,423618840000.0
PET,Bán lẻ,12,0.1195003480651827,0.1611317764682927,0.021630819,3.347268879,2340000000000.0,1.551552045,2048.518146,3456181558200.0005
CMV,Bán lẻ,13,0.08445411990734261,0.14873964104350557,0.019852027,1.04246797,246000000000.0,0.655177548,549.5586794,161224107840.0
THS,Bán lẻ,14,0.07575684596984707,0.14566433730541115,0.009121707,2.036230429,39309822972.0,0.946328352,362.9030993,37200000000.0
PIT,Bán lẻ,15,0.06602701011422552,0.14222392588536395,0.008274257,2.070455707,112000000000.0,0.919558002,187.5955331,103203552550.0
KGM,Bán lẻ,16,0.05713826769950513,0.13908092004567213,0.005050383,2.909184217,265000000000.0,0.546775184,205.8147386,142408000000.0
CEN,Bán lẻ,17,0.05288594616143186,0.1375773247334401,7.48e-05,0.024735372,219000000000.0,0.208505234,0.772281743,45596124000.0
TOP,Bán lẻ,18,0.05288594616143186,0.1375773247334401,0.001012362,0.000257904,162000000000.0,0.140431297,6.48972572,22815000000.0
HTM,Bán lẻ,19,0.050498676789901276,0.13673320064641376,-0.008781362,0.410160602,2210000000000.0,0.944073026,-124.60873,2046000000000.0
SBV,Bán lẻ,20,0.00024884521432317887,0.1189651625239431,-0.04102012,0.904519879,453000000000.0,0.477526272,-1292.445571,205248570000.0
HTT,Bán lẻ,21,0.0,0.11887717235330862,-0.048431122,0.731333719,114000000000.0,0.297455543,-479.216952,34000000000.0
BVH,Bảo hiểm nhân thọ,1,0.5,0.16305885332989437,0.008731747,9.663138892,23600000000000.0,2.078992499,2955.814788,48993302424000.0
BIC,Bảo hiểm phi nhân thọ,1,1.0,0.18963100665341331,0.057445111,1.930858789,2960000000000.0,1.619656441,2468.815743,4799092603750.0
ABI,Bảo hiểm phi nhân thọ,2,0.7997484851318662,0.1792489277033487,0.04716621,1.81690495,1540000000000.0,1.335237741,2019.949977,2047222166400.0
VNR,Bảo hiểm phi nhân thọ,3,0.7580904013497909,0.17708915620289978,0.04607867,1.225286381,3940000000000.0,1.05796735,2015.936795,4112920084000.0
PVI,Bảo hiểm phi nhân thọ,4,0.5530077992669982,0.16645660859141076,0.027666029,2.880065014,8190000000000.0,2.672735564,3755.272491,21901614564500.0
PTI,Bảo hiểm phi nhân thọ,5,0.5346921996978847,0.16550703274990203,0.038193336,2.530791898,2390000000000.0,1.516276091,2668.103569,3617763870000.0
PGI,Bảo hiểm phi nhân thọ,6,0.5011839410640968,0.1637697905280679,0.027566258,3.416951969,1910000000000.0,1.113397664,2094.203923,2129218483200.0
PRE,Bảo hiểm phi nhân thọ,7,0.5011839410640968,0.1637697905280679,0.02843228,3.162130705,1610000000000.0,1.400652511,1824.949091,2265480000000.0
MIG,Bảo hiểm phi nhân thọ,8,0.4488027144543156,0.16105407559066987,0.024250868,3.616782901,2130000000000.0,1.806992412,1127.669423,3923389238650.0
BMI,Bảo hiểm phi nhân thọ,9,0.34494431534554043,0.15566951657804684,0.030669371,1.780066813,2790000000000.0,0.980232026,1578.729925,2732439411900.0
BLI,Bảo hiểm phi nhân thọ,10,0.30631817773496806,0.1536669369197951,0.025074071,1.861037776,900000000000.0,0.613176314,1076.343538,540000000000.0
AIC,Bảo hiểm phi nhân thọ,11,0.0006566286341849257,0.13781985413066825,0.002254724,3.616007875,1110000000000.0,0.803196477,115.3262204,1000000000000.0
BHI,Bảo hiểm phi nhân thọ,12,0.0,0.13778581109071686,0.002090261,3.070756122,1220000000000.0,0.605226773,104.0373128,740000000000.0
NTL,Bất động sản,1,1.0,0.27824878910393425,0.284692302,0.239027485,1760000000000.0,1.238581655,5083.586777,2213935185000.0
MA1,Bất động sản,2,0.9285969599251357,0.2631751905021306,0.212385824,0.210557043,221000000000.0,1.584433733,5663.203036,341713328000.0
CNT,Bất động sản,3,0.876694151039991,0.25221820454438276,0.159868837,0.210940006,697000000000.0,0.657518364,2060.993377,471458037600.0
IDC,Bất động sản,4,0.7823742219199563,0.23230671687921747,0.127251761,1.608362688,7210000000000.0,2.053437374,6303.981412,14800454097000.0
NTC,Bất động sản,5,0.7707519148269607,0.22985318000231375,0.03978138,5.623079461,1110000000000.0,3.370637655,12194.17277,3748796876000.0
SZB,Bất động sản,6,0.7437610210896187,0.22415524476490575,0.124613017,1.32543339,679000000000.0,1.657785725,6554.962137,1125000000000.0
VNI,Bất động sản,7,0.6932053545622048,0.2134826484233231,0.107995221,4.632929346,123000000000.0,0.603308272,7058.25917,82367968800.0
TDC,Bất động sản,8,0.6895160524498655,0.21270381520972487,0.094641484,2.647784335,1210000000000.0,1.204687708,3281.267992,1482206200000.0
HD6,Bất động sản,9,0.6668610455274652,0.20792121099131494,0.09966648,1.000567473,405000000000.0,0.410792445,5339.155403,161784000000.0
FCC,Bất động sản,10,0.6652539801517638,0.2075819501086581,0.255846578,0.226365978,13214026415.0,4.538389596,691.349942,59970400000.0
HRB,Bất động sản,11,0.6382526793151314,0.20188181787183454,0.139268864,0.220863367,134000000000.0,2.039481076,3584.840777,272551200000.0
VHM,Bất động sản,12,0.6151184599019416,0.1969980490990364,0.062162538,1.555944551,221000000000000.0,2.604998304,8538.877027,534785042920800.0
TAL,Bất động sản,13,0.5698929119362003,0.18745067190238707,0.073475952,1.207306563,4220000000000.0,4.146095374,1903.055416,17622000000000.0
SIP,Bất động sản,14,0.5691210672026161,0.18728773097319462,0.051045388,4.146631144,4870000000000.0,2.785296342,5281.972951,13461479630800.0
SZG,Bất động sản,15,0.5470315014434166,0.18262449468531097,0.047170639,3.317849841,908000000000.0,2.237907657,3367.432147,2031226000000.0
TCH,Bất động sản,16,0.5453207746133385,0.18226335026447263,0.090094547,0.156034035,13300000000000.0,1.095741759,1516.078191,14867380351200.0
TIX,Bất động sản,17,0.541779930077125,0.18151585731187128,0.090238133,0.420348786,833000000000.0,1.566631533,3558.832088,1305000000000.0
IDV,Bất động sản,18,0.5405918463230147,0.18126504589549453,0.068183545,1.191391657,844000000000.0,1.289244488,3059.625158,1092774590500.0
SZL,Bất động sản,19,0.5375725278156419,0.18062765013218507,0.0554491,1.992993591,630000000000.0,2.227127226,3591.718582,1403335288000.0
VRG,Bất động sản,20,0.5339646243463289,0.1798660006473248,0.057061674,1.52520333,407000000000.0,1.163422678,2266.493223,481644544800.0
TIP,Bất động sản,21,0.5326410948667417,0.1795865958475847,0.087620231,0.174832877,1810000000000.0,0.643879707,2869.724474,1176642211700.0
VPH,Bất động sản,22,0.5288076872400664,0.17877734111864022,0.067031076,0.768161351,1090000000000.0,0.388381627,1357.998905,425295788000.0
DTD,Bất động sản,23,0.5251384175694174,0.1780027368704297,0.079592878,0.676106169,1320000000000.0,0.797731142,2642.264408,1120325724000.0
BCM,Bất động sản,24,0.5230899524693805,0.17757029392912937,0.040745417,1.842506326,20700000000000.0,3.503520389,2314.054581,72450000000000.0
VGV,Bất động sản,25,0.5230205524648773,0.17755564318303024,0.048262165,1.376668749,486000000000.0,3.531325313,1559.117938,1717173504000.0
CRV,Bất động sản,26,0.5076936619469158,0.17432004711822247,0.082652413,0.166478082,7850000000000.0,2.398703796,1125.41715,18827665920000.0
SSH,Bất động sản,27,0.5055217840521297,0.17386155101548215,0.056761141,1.207953519,6520000000000.0,4.595789571,2178.851763,29962500000000.0
VRE,Bất động sản,28,0.5038451243250833,0.1735075983589733,0.074163773,0.317334826,41900000000000.0,1.94426311,1758.737385,75919480166000.0
D2D,Bất động sản,29,0.4971506732084697,0.17209436064688952,0.058175296,1.030353736,747000000000.0,1.420283951,2910.738398,1060666530000.0
LHG,Bất động sản,30,0.4913497035475123,0.17086974208612749,0.061053917,0.846219521,1660000000000.0,0.879668073,3748.03739,1482856096500.0
NLG,Bất động sản,31,0.48304902943715977,0.16911742132313687,0.045761043,1.081012246,14600000000000.0,0.77047168,3602.901849,11552259120000.0
VES,Bất động sản,32,0.4668785829634314,0.1657037456714928,0.055104468,0.396566699,13831217017.0,7.033437468,118.1692877,97281000000.0
TIG,Bất động sản,33,0.45668990924923863,0.16355285717022638,0.04328684,0.944574303,2090000000000.0,0.78560731,910.738782,1645652742500.0
HPI,Bất động sản,34,0.45630899840949873,0.16347244466824756,0.027605713,4.606914033,428000000000.0,3.773785308,1103.311027,1614000000000.0
TID,Bất động sản,35,0.4532868274606567,0.16283444673789174,0.023480151,3.287880778,4220000000000.0,1.100341887,2122.774789,4640000000000.0
IJC,Bất động sản,36,0.43833037448630413,0.15967705220110778,0.045155273,0.522424044,5150000000000.0,1.319917634,562.4980677,6925387040000.0
KSF,Bất động sản,37,0.43697969653956376,0.1593919162014623,0.0376416,1.988458934,6880000000000.0,8.711108192,860.0351228,59925834712800.0
VEF,Bất động sản,38,0.4348083940646174,0.15893354157320938,0.008963783,25.15736741,4020000000000.0,5.369296622,5655.066609,21075412325000.0
TV6,Bất động sản,39,0.42839237269832914,0.15757908200685725,0.04131923,0.013468414,34063526233.0,0.845479115,475.4783933,28800000000.0
CKG,Bất động sản,40,0.4198133291892445,0.15576799583870862,0.024496036,2.397654577,1470000000000.0,1.109518686,757.6380803,1634256012600.0
HD2,Bất động sản,41,0.41880556602686714,0.15555525115193572,0.027768997,1.815626781,112000000000.0,1.289797702,975.97695,125472942000.0
SZC,Bất động sản,42,0.41606887147788996,0.15497751895616682,0.036729212,1.648740902,3110000000000.0,1.756072122,1678.616047,5552563873550.0
MH3,Bất động sản,43,0.41256781523240893,0.15423842554401815,0.037945357,1.040060814,592000000000.0,1.212944364,1908.235889,744000000000.0
SJS,Bất động sản,44,0.4117783553067165,0.15407176594493638,0.034342265,1.620101184,2990000000000.0,5.683451956,905.5883534,17104802610000.0
AGG,Bất động sản,45,0.409779444641821,0.153649784234187,0.037098216,1.242679409,3140000000000.0,0.756405158,1605.900347,2372909982600.0
RGG,Bất động sản,46,0.40669391319609716,0.15299841053304877,0.038053287,0.981670892,2400000000000.0,3.573398181,903.2044513,8560000000000.0
VPI,Bất động sản,47,0.3992948658655723,0.15143642844686392,0.02728365,1.195154056,5070000000000.0,3.41864561,949.5387283,17794756481200.0
SGR,Bất động sản,48,0.3979080269937645,0.15114365866483376,0.026689536,1.310596266,975000000000.0,1.200702182,860.2894453,1212331250000.0
TN1,Bất động sản,49,0.3963402576296899,0.15081269339963652,0.024289616,1.336646941,916000000000.0,0.905001882,865.4527157,853355816000.0
HDG,Bất động sản,50,0.393736534579008,0.15026303226342871,0.032295424,0.877630014,7380000000000.0,1.319150336,1208.961468,9933507489750.0
CCL,Bất động sản,51,0.39149032399148936,0.14978884409530763,0.037437442,0.566140048,723000000000.0,0.503832829,711.035873,364042463980.0
VC3,Bất động sản,52,0.3898525505862165,0.14944310056833862,0.021224052,1.195814338,1410000000000.0,2.620080045,480.2563545,3751392095000.0
KDH,Bất động sản,53,0.3884578165385812,0.14914866406860022,0.026128044,0.581094658,19500000000000.0,1.649855074,716.1186843,32768675050800.0
NVT,Bất động sản,54,0.38755957260483775,0.14895903953035144,0.021383349,1.023455124,530000000000.0,1.28177067,253.1746613,678750000000.0
NDN,Bất động sản,55,0.3874995708662202,0.14894637281304668,0.028311151,0.173618254,1090000000000.0,0.750296024,504.8432872,816900470400.0
IDJ,Bất động sản,56,0.38631759549277295,0.14869685091148788,0.022704101,1.007586772,2100000000000.0,0.388793872,551.0069456,850101945700.0
XDH,Bất động sản,57,0.385608701853289,0.14854719932576055,0.024501877,0.558846865,550000000000.0,0.898956715,777.5263537,494592398100.0
SID,Bất động sản,58,0.38408682559201834,0.14822592236248344,0.026074015,0.067072758,2400000000000.0,0.645062182,668.547189,1550000000000.0
DXG,Bất động sản,59,0.38269559189775765,0.14793222480777704,0.015537206,0.919670715,15200000000000.0,1.17992291,406.9789182,17937519967500.004
DCH,Bất động sản,60,0.38126351740696585,0.1476299055224995,0.023311,0.251421088,32791691256.0,0.808009559,332.1511052,26496000000.0
PRT,Bất động sản,61,0.3811948948854068,0.14761541890758867,0.022369456,0.398085257,3990000000000.0,0.850629996,415.4577101,3390000000000.0
EFI,Bất động sản,62,0.38090051780047124,0.14755327418642225,0.022747771,0.012761729,68660644336.0,0.332767049,145.3868456,19584000000.0
HDC,Bất động sản,63,0.38018171692848984,0.1474015311260776,0.013717405,1.146629641,2270000000000.0,1.815463602,334.9358275,4334674190700.0
DXS,Bất động sản,64,0.3794453662325277,0.1472460831954369,0.016463417,0.811901251,8320000000000.0,0.584923613,428.3853758,4864466241600.0
CEO,Bất động sản,65,0.37688329409048005,0.14670521480919452,0.018527427,0.419067778,6310000000000.0,1.653985635,292.4854926,11178096677500.0
THD,Bất động sản,66,0.376633781744572,0.14665254129635152,0.018879339,0.03386714,4310000000000.0,2.704370275,218.6895263,11626999154400.0
VIC,Bất động sản,67,0.376176742057341,0.14655605755023665,0.006306519,4.438337995,154000000000000.0,8.81636842,684.666073,1261477278628800.0
C21,Bất động sản,68,0.37542520786814826,0.14639740429553566,0.015726758,0.175329179,842000000000.0,0.420425111,804.5650533,353855589300.0
TBR,Bất động sản,69,0.37536450866679305,0.14638459033977524,0.016592037,0.060337297,166000000000.0,0.330100563,362.415199,54808000000.0
KBC,Bất động sản,70,0.37340957567020405,0.14597189257154147,0.009457504,1.166632516,20600000000000.0,1.642205157,449.1970177,34091522275800.0
D11,Bất động sản,71,0.37303302069791733,0.145892399618611,0.010689238,0.928088534,189000000000.0,0.465075694,474.1697823,90403016000.0
HD8,Bất động sản,72,0.37150428591712703,0.1455696747818241,0.01087925,0.539485016,112000000000.0,0.600682626,186.8117407,67000000000.0
ITA,Bất động sản,73,0.3637606471015858,0.1439349474214704,0.009141785,0.182151653,10700000000000.0,0.206354404,123.0507842,2205389476450.0
QCG,Bất động sản,74,0.36257769214464963,0.14368521872411835,0.00922503,0.941338766,4580000000000.0,0.817595047,297.8994814,3796784478000.0
BVL,Bất động sản,75,0.36163632939634693,0.1434864915523939,0.009918563,0.38679293,1290000000000.0,1.23436895,198.3514627,1564697522500.0
HAR,Bất động sản,76,0.360130217999464,0.14316854264402232,0.009127549,0.00316848,1080000000000.0,0.357748908,97.25979224,385130380000.0
MBT,Bất động sản,77,0.360130217999464,0.14316854264402232,0.009121621,0.052663995,45946038708.0,0.744351438,116.0984068,36100000000.0
KHG,Bất động sản,78,0.35023592578506657,0.14107979979592503,0.008287773,0.262719475,5220000000000.0,0.584628723,121.5442258,3141552082950.0
ITC,Bất động sản,79,0.3498517534949333,0.14099869878272822,0.008162307,0.717163715,2320000000000.0,0.562230715,337.7919943,1305886791950.0
PDR,Bất động sản,80,0.3470100392718552,0.14039879632066493,0.006469883,1.168968036,11100000000000.0,1.528389795,158.3815424,17538587884100.0
DIG,Bất động sản,81,0.34494821875971543,0.13996353397390246,0.005496657,1.305510212,8040000000000.0,1.644104863,127.951165,13220757770600.0
CRE,Bất động sản,82,0.34199384349690076,0.13933984810864974,0.005819272,0.268315918,5660000000000.0,0.679759283,90.11955588,3848531832200.0
FDC,Bất động sản,83,0.34166094413556014,0.13926957111004598,0.006165707,0.821438035,451000000000.0,1.474090408,131.0393232,664435793600.0
PIV,Bất động sản,84,0.3407825687750766,0.13908414094360264,-0.008522182,66.67338486,1757025415.0,62.1204074,-58.48910524,107414640400.0
KOS,Bất động sản,85,0.33961577528711023,0.13883782402669878,0.004481119,1.092312203,2320000000000.0,3.645935958,100.4211,8464420198500.0
HTN,Bất động sản,86,0.3394025849373038,0.1387928182992761,0.003345206,3.965291802,1540000000000.0,0.471016556,287.4015362,741448539520.0
HQC,Bất động sản,87,0.3393700957759361,0.1387859596476437,0.003343242,0.87293696,5390000000000.0,0.299329764,58.57322104,1637544000000.0
RCL,Bất động sản,88,0.3376596309567685,0.13842487053883817,0.00305784,0.715874269,287000000000.0,0.634856153,106.6140958,183764763000.0
DTA,Bất động sản,89,0.3349854101175298,0.13786032690790875,0.002360643,2.104309766,204000000000.0,0.367647059,82.91967002,75128901120.0
HLD,Bất động sản,90,0.3345586202483792,0.1377702290749853,0.001887936,3.735590796,427000000000.0,3.025111828,69.45250258,1165999173200.0
SLD,Bất động sản,91,0.3345586202483792,0.1377702290749853,0.001743317,0.088715237,739000000000.0,1.169009433,17.8593382,864304045000.0
TEG,Bất động sản,92,0.3345586202483792,0.1377702290749853,0.001541017,0.172665845,1480000000000.0,0.510825342,22.11002515,767121668700.0
SCR,Bất động sản,93,0.3341913813585271,0.13769270280144288,0.000358565,1.167697435,5470000000000.0,0.5680657,9.865144539,3225156819640.0
LSG,Bất động sản,94,0.3337038529280722,0.137589782703644,0.001159842,1.258251043,1040000000000.0,2.614504245,30.35458393,2682000000000.0
HU6,Bất động sản,95,0.3336448400162109,0.1375773247334401,0.000293468,0.313356699,77457991443.0,0.445402719,3.9805944,35250000000.0
NBB,Bất động sản,96,0.3336448400162109,0.1375773247334401,5.66e-05,3.265067135,1820000000000.0,1.011432085,4.368536673,1863823418800.0
PXL,Bất động sản,97,0.3336448400162109,0.1375773247334401,0.00103435,0.060504498,825000000000.0,3.200715515,5.14072301,2677411600000.0
VRC,Bất động sản,98,0.3336448400162109,0.1375773247334401,0.001015878,0.378847991,1260000000000.0,0.552881786,35.34272538,690000000000.0
PVR,Bất động sản,99,0.3321584026156739,0.13726352912055148,-0.001883483,1.128764591,459000000000.0,0.127381515,-34.62386884,58411004300.0
PXA,Bất động sản,100,0.3312000457315356,0.13706121438754248,-0.004221389,5.374877361,30116564036.0,0.448258307,-54.03079213,13500000000.0
V21,Bất động sản,101,0.3312000457315356,0.13706121438754248,-0.003214232,2.030687741,121000000000.0,0.665939926,-98.00724204,79198607400.0
VCR,Bất động sản,102,0.3312000457315356,0.13706121438754248,-0.004212147,2.274707213,1580000000000.0,6.328962419,-103.9589421,10017000000000.0
PWA,Bất động sản,103,0.31794592318164266,0.13426319174135365,-0.010415686,1.779987549,73002744264.0,1.0821511,-211.382939,70000000000.0
API,Bất động sản,104,0.3168069692017061,0.13402275190711843,-0.010212844,1.38590282,909000000000.0,0.610286445,-263.5176247,563362639200.0
AAV,Bất động sản,105,0.29935544180617457,0.1303386325940918,-0.01686986,0.218906272,766000000000.0,0.549223496,-228.3823456,413925966000.0
FIR,Bất động sản,106,0.297027073975633,0.12984710055234489,-0.018250501,0.684310527,729000000000.0,0.73214991,-316.9887819,533555631000.0
PTL,Bất động sản,107,0.2615653148333781,0.12236091617610907,-0.037313467,1.298148175,487000000000.0,0.573206487,-417.384909,278000000000.0
NVL,Bất động sản,108,0.2485494275783736,0.11961318639145899,-0.018482124,4.027972726,47300000000000.0,0.543390694,-2146.230342,26209404979200.0
LGL,Bất động sản,109,0.24818358377596797,0.11953595462902089,-0.039784442,1.061195294,677000000000.0,0.447257459,-1078.082866,309000000000.0
PV2,Bất động sản,110,0.24652011982996164,0.11918478767892489,-0.054905707,0.122410838,231000000000.0,0.421159745,-380.4484646,97110000000.0
PVL,Bất động sản,111,0.2260878555611666,0.11487141741078405,-0.08555788,0.367474297,147000000000.0,1.427740986,-344.1747856,210000000000.0
MGR,Bất động sản,112,0.22545984086498205,0.1147388398421484,-0.095954629,0.108343884,166000000000.0,0.542860392,-881.5862706,90000000000.0
VHD,Bất động sản,113,0.21800583230586673,0.11316525511975133,-0.03729543,45.06363539,90516499072.0,1.679251866,-4092.210598,155800000000.0
NRC,Bất động sản,114,0.1891168694079074,0.10706662640184708,-0.071161417,0.669041272,1160000000000.0,0.472611673,-1482.720296,546326795800.0
LEC,Bất động sản,115,0.1718592393674527,0.10342343995242564,-0.053749839,1.60699442,320000000000.0,0.253120751,-1716.134053,83520000000.0
DRH,Bất động sản,116,0.16626008660060998,0.10224142611619298,-0.052132949,1.985258656,1310000000000.0,0.203652253,-1635.380499,266117273240.0
TDH,Bất động sản,117,0.03209547170043772,0.07391849267455836,-0.444374791,8.72823692,70484513943.0,6.712703187,-2704.801498,472015093730.0
LDG,Bất động sản,118,0.0,0.06714295122925439,-0.244551023,4.083992043,1210000000000.0,0.829630083,-5859.581662,1027890340000.0
FBC,Công nghiệp nặng,1,1.0,0.3781857250819245,0.179048186,2.637615557,116000000000.0,0.117831072,20451.66252,13690000000.0
VEA,Công nghiệp nặng,2,0.6927615075164882,0.30426156287998685,0.269820834,0.049336211,26200000000000.0,1.746543354,5592.807422,47305280000000.0
FT1,Công nghiệp nặng,3,0.5161785297107703,0.26177421506138115,0.202238938,1.330525163,147000000000.0,1.912849745,9806.65254,287442031800.0
CKA,Công nghiệp nặng,4,0.3264096988002293,0.21611424021999387,0.132358313,0.471966333,122000000000.0,1.246446732,7236.963239,154460988000.0
MAC,Công nghiệp nặng,5,0.3197766056318219,0.21451826228338092,0.136960523,0.169854002,265000000000.0,1.078888071,1871.204378,281596659200.0
